localpath,catalog,roughness
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/289c_ab_2.tif,289c,0.0196679418456935
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/289d_ab_1.tif,289d,0.0192421188025762
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box6.1_jd/289e_ab_0.tif,289e,0.0282725195635359
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/289f_al_0.tif,289f,0.0139159623018055
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/289g_al_0.tif,289g,0.0149257928124278
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/289h_al_2.tif,289h,0.02237696672209
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/3215a_ib_0.tif,3215a,0.0283017640277697
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/3215b_ib_0.tif,3215b,0.0321070471936982
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/3215c_ib_0.tif,3215c,0.1091047817003377
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/3215d_ib_0.tif,3215d,0.0783592989090042
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/3215e_ib_0.tif,3215e,0.0121749396175158
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/3215f_ib_0.tif,3215f,0.0899405903362495
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/3215g_ib_0.tif,3215g,0.062602547108339
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/3215h_ib_0.tif,3215h,0.0400814047038452
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/3215i_ib_0.tif,3215i,0.0569399592890268
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/3215j_ic_0.tif,3215j,0.0503175113781421
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/3215k_ic_0.tif,3215k,0.0152968885852275
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/3215l_ip_0.tif,3215l,0.0568685885622141
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/3215m_ip_0.tif,3215m,0.0437782717641105
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/3215n_ip_0.tif,3215n,0.0863354322641455
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/3215o_ip_0.tif,3215o,0.011302667046842
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/3215p_ip_0.tif,3215p,0.0579355574668161
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/3215q_ip_0.tif,3215q,0.0344294196746048
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/3215r_ip_0.tif,3215r,0.1021756086069073
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143a_ka_1.tif,4143a,0.0523096347155948
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143b_ka_1.tif,4143b,0.036028151848045
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143c_ka_2.tif,4143c,0.0326575660691012
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143d_ka_2.tif,4143d,0.0224181724007338
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143e_ka_0.tif,4143e,0.0749455768819582
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143f_ka_0.tif,4143f,0.0372659914754057
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143g_ka_1.tif,4143g,0.0214319200377684
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143h_ka_0.tif,4143h,0.0680680643499337
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143i_ka_1.tif,4143i,0.0616865656236479
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143j_ka_2.tif,4143j,0.0301677556492438
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143k_ka_1.tif,4143k,0.0240108433695607
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143l_ka_0.tif,4143l,0.0674530891159421
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143m_ka_0.tif,4143m,0.0699720740264565
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143n_ka_1.tif,4143n,0.0683548916499187
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143o_ka_2.tif,4143o,0.1198337299422417
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143p_ka_2.tif,4143p,0.1377799264526674
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143q_kv_1.tif,4143q,0.0494000295620404
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143r_kv_2.tif,4143r,0.0214699746397313
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143s_ka_2.tif,4143s,0.0584808697380835
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143t_kd_0.tif,4143t,0.0636558165910986
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143u_kd_0.tif,4143u,0.0223152839572382
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143v_kk_2.tif,4143v,0.0467704300661358
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143w_kk_2.tif,4143w,0.0224123637384511
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143x_kk_1.tif,4143x,0.0743321392704969
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143y_kk_1.tif,4143y,0.0318416920770788
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4143z_kk_0.tif,4143z,0.0821201954049855
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782a_ns_1.tif,4782a,0.0344274995977379
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782b_ns_1.tif,4782b,0.0299982532494493
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782c_ns_2.tif,4782c,0.0850425957562151
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782d_ns_0.tif,4782d,0.077306917340365
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782e_ns_2.tif,4782e,0.0885123320423389
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782f_ns_2.tif,4782f,0.0649937593299712
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782g_ns_0.tif,4782g,0.0493045030977665
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782h_ns_1.tif,4782h,0.0668872645919565
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782i_ns_1.tif,4782i,0.0569169571711679
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782j_ns_2.tif,4782j,0.0869925926902189
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782k_nn_2.tif,4782k,0.0128259479700299
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782l_nn_1.tif,4782l,0.0159961733373149
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782m_nn_1.tif,4782m,0.0182790817755229
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782n_nn_2.tif,4782n,0.0245584666286677
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782o_nn_1.tif,4782o,0.0319520239732511
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782p_nn_1.tif,4782p,0.0229295608288609
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782q_nn_1.tif,4782q,0.0359617710508413
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782r_nn_1.tif,4782r,0.026305496041566
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782s_nn_1.tif,4782s,0.0469047486592101
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782t_ns_2.tif,4782t,0.0991770524556863
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4913a_mp_1.tif,4913a,0.0197201220148268
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4913b_mp_0.tif,4913b,0.0589912798128569
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4913c_mp_2.tif,4913c,0.0232170142646654
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4913d_mp_2.tif,4913d,0.0789443095290534
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4913e_mp_0.tif,4913e,0.0648387913139153
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4913f_mp_1.tif,4913f,0.0250844997674321
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4913g_mp_0.tif,4913g,0.0105049736293887
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4913h_mp_1.tif,4913h,0.0124601138358644
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4913i_mp_2.tif,4913i,0.0190937214828708
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4913j_mp_2.tif,4913j,0.0173020125784116
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4913k_mp_1.tif,4913k,0.0763173994337306
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4913l_mp_0.tif,4913l,0.0219330087055523
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4913m_mp_0.tif,4913m,0.0606552150142227
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4913n_mp_1.tif,4913n,0.0207172534710447
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4913o_mp_0.tif,4913o,0.1066436765214906
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4913p_mp_2.tif,4913p,0.0172747864686201
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4913q_mp_1.tif,4913q,0.0177877213259015
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5409a_d_2.tif,5409a,0.030321766245696
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5409b_d_0.tif,5409b,0.0252512142859337
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5409c_d_0.tif,5409c,0.0402740088770577
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5409d_d_0.tif,5409d,0.04246930045336
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5409e_d_1.tif,5409e,0.0496210655618869
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5409f_d_2.tif,5409f,0.0102926141304927
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5409g_d_0.tif,5409g,0.0109626622716971
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5409h_d_1.tif,5409h,0.0646517918713551
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5409i_d_1.tif,5409i,0.0586754473273896
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5409j_d_1.tif,5409j,0.0712075556359635
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412a_gr_2.tif,5412a,0.0186482998039566
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412b_gr_0.tif,5412b,0.0092853804381983
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412c_gr_1.tif,5412c,0.0100983443982496
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412d_ga_1.tif,5412d,0.0280325851184855
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412e_ga_0.tif,5412e,0.0313340754442109
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412f_ga_2.tif,5412f,0.133917721648381
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412g_gg_2.tif,5412g,0.0095386541991031
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412h_gg_2.tif,5412h,0.0214465406614568
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412i_gg_0.tif,5412i,0.0198086722150016
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412j_gg_2.tif,5412j,0.0103685863229597
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412k_gg_1.tif,5412k,0.0539019751035956
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412l_gg_2.tif,5412l,0.0699872499241055
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412m_gg_2.tif,5412m,0.0247668389981799
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412n_gg_0.tif,5412n,0.038490602243327
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412o_gg_0.tif,5412o,0.053409525643516
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412p_gg_0.tif,5412p,0.0446581938741941
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412q_gg_2.tif,5412q,0.0711283221190786
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412r_gg_1.tif,5412r,0.08010992515398
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412s_go_2.tif,5412s,0.0218764370248826
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412t_go_1.tif,5412t,0.0087223082996974
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412u_go_1.tif,5412u,0.0502932745617285
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412v_go_2.tif,5412v,0.0833349773471734
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5412w_gg_2.tif,5412w,0.1273031593601895
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414a_ms_1.tif,5414a,0.014601974317296
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414aa_mc_1.tif,5414aa,0.0201757471733106
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414b_ms_1.tif,5414b,0.0100346154106931
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414bb_ma_2.tif,5414bb,0.0576076600575221
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414c_mh_0.tif,5414c,0.0099515428981898
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414cc_ma_0.tif,5414cc,0.0562452078928376
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414d_mh_2.tif,5414d,0.0105040303093272
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414e_mv_1.tif,5414e,0.0189809361296051
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414ee_ma_2.tif,5414ee,0.0291204820188147
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414f_mv_1.tif,5414f,0.0279434542547833
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414ff_mf_0.tif,5414ff,0.0265834584747275
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414g_mv_1.tif,5414g,0.129405311505157
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414gg_mf_2.tif,5414gg,0.0308461629688619
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414h_mv_1.tif,5414h,0.0911055834930058
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414i_mv_2.tif,5414i,0.0297395339075128
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414j_mv_1.tif,5414j,0.0295639131782778
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414k_mv_1.tif,5414k,0.0717362702999562
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414l_mv_1.tif,5414l,0.0164235898268438
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414m_mv_1.tif,5414m,0.028140018450261
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414n_mv_1.tif,5414n,0.1295280130881957
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414o_mv_2.tif,5414o,0.0915633354048899
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414p_mv_1.tif,5414p,0.0303868676140945
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414q_mv_0.tif,5414q,0.0281073879431726
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414r_ml_2.tif,5414r,0.0094297952177382
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414s_ml_1.tif,5414s,0.0098528700142911
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414t_ml_1.tif,5414t,0.0151882252954834
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414u_ml_1.tif,5414u,0.0278482887280263
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414v_ml_2.tif,5414v,0.1402585343689504
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414w_ml_2.tif,5414w,0.0920195794827039
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414x_ml_2.tif,5414x,0.0351346786540315
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414y_ml_2.tif,5414y,0.0864301592934592
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5414z_mv_2.tif,5414z,0.0233837371075629
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5440_hi_0.tif,5440,0.0587231254842004
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5497a_ns_2.tif,5497a,0.050774717445436
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5497b_ns_2.tif,5497b,0.0414326749394342
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5497c_ns_1.tif,5497c,0.0920213768542541
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5497d_ns_1.tif,5497d,0.0732070186272259
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5497e_ns_1.tif,5497e,0.10988597012455
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5497f_ns_2.tif,5497f,0.0616017537741168
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5497g_ns_1.tif,5497g,0.0508567680438239
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5497h_ns_1.tif,5497h,0.0630483530095021
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5497i_ns_0.tif,5497i,0.0596587164058243
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5497j_ns_2.tif,5497j,0.0888699300539795
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5497k_nn_1.tif,5497k,0.0150752972558295
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5497l_nn_2.tif,5497l,0.013996839087042
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5497m_nn_0.tif,5497m,0.0182170068795279
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5497n_nn_1.tif,5497n,0.0227267850960973
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5497o_nn_0.tif,5497o,0.034860224262881
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5497p_nn_0.tif,5497p,0.0274769570746989
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5497q_nn_2.tif,5497q,0.0350940244046255
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5497r_nn_1.tif,5497r,0.0255971779552056
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5497s_nn_0.tif,5497s,0.0545147473787143
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499a_ka_1.tif,5499a,0.0531366953489264
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499b_ka_1.tif,5499b,0.0373916268719465
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499c_ka_0.tif,5499c,0.0360738045790771
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499d_ka_1.tif,5499d,0.0206385013350374
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499e_ka_2.tif,5499e,0.073811245067894
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499f_ka_0.tif,5499f,0.0352128460028219
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499g_ka_1.tif,5499g,0.0243756611104381
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499h_ka_0.tif,5499h,0.0788910551971582
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499i_ka_0.tif,5499i,0.0684480755410584
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499j_ka_1.tif,5499j,0.0319626598148623
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499k_ka_2.tif,5499k,0.0278817738011818
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499l_ka_1.tif,5499l,0.086368239050008
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499m_ka_2.tif,5499m,0.068284787914544
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499n_ka_0.tif,5499n,0.0755895114544981
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499o_ka_1.tif,5499o,0.1176198920689332
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499p_ka_1.tif,5499p,0.1162316114582716
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499q_kv_1.tif,5499q,0.0573647310634668
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499r_kv_1.tif,5499r,0.0250896680414274
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499s_ka_1.tif,5499s,0.0574821602852343
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499t_kd_2.tif,5499t,0.0674348130639749
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499u_kd_2.tif,5499u,0.0230670427905524
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499v_kd_2.tif,5499v,0.0460543888958407
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499w_kk_0.tif,5499w,0.0209401513656595
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499x_kk_2.tif,5499x,0.0755332358550733
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/5499y_kk_0.tif,5499y,0.0352546800271474
